"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2024,"Abilene Christian",47.1480900052329,303,17.7056906599297,221,25.9351620947631,280,37.9382522239665,53
2024,"Air Force",53.8341645885287,46,18.7821872159952,295,23.8347457627119,322,29.6134663341646,267
2024,"Akron",51.6301443078568,120,16.9626651739521,178,29.1779584462511,160,32.7097808658471,179
2024,"Alabama",56.3129194630872,10,15.9181559652199,98,34.9147516679022,25,35.3187919463087,106
2024,"Alabama A&M",45.881126173097,338,22.43109386321,358,31.8512530315279,85,47.2367049009385,2
2024,"Alabama St.",41.0112359550562,362,16.304481276857,130,31.7932654659358,91,28.517924023542,297
2024,"Albany",50.3272910372608,195,17.8191058009407,230,30.5699481865285,114,29.1540785498489,283
2024,"Alcorn St.",48.8833054159687,256,17.024778813086,181,33.4296724470135,46,37.3534338358459,64
2024,"American",52.4550898203593,81,17.3940684700722,202,27.9260780287474,208,28.3832335329341,299
2024,"Appalachian St.",52.6519052523172,73,15.2467314541626,63,29.3960923623446,153,31.6168898043254,217
2024,"Arizona",54.5454545454545,30,16.0184025368679,105,35.6009070294785,19,36.3636363636364,83
2024,"Arizona St.",47.2645975802209,299,14.7787054295199,44,21.8877135882832,351,33.0878485007891,163
2024,"Arkansas",50.5005268703899,183,16.2974069956826,129,25.2017937219731,295,45.2581664910432,5
2024,"Arkansas Pine Bluff",51.5349444807315,126,18.1547336059079,259,22.962962962963,339,40.2351404310908,21
2024,"Arkansas St.",51.5131863380891,130,15.9383256095976,101,34.5338983050847,30,32.9009943795936,171
2024,"Army",47.0516717325228,308,18.919183035278,302,27.0168855534709,250,25.4103343465046,345
2024,"Auburn",54.2197076850542,35,15.0725922642137,55,32.8595317725753,63,38.2838283828383,44
2024,"Austin Peay",50.3674540682415,192,13.3308386734646,6,29.9040976460331,135,31.8635170603675,206
2024,"BYU",54.8027842227378,23,15.3060151798667,65,32.7935222672065,65,25.3828306264501,346
2024,"Ball St.",50.7537688442211,168,18.2602335493959,269,27.5257731958763,229,38.1909547738693,48
2024,"Baylor",55.7053941908714,14,17.6104972375691,214,35,24,40.1970954356846,23
