Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM,seed
2024,North Texas,62.7206,360,61.4446,360,108.269,113,109.665,107,100.693,70,98.7762,38,10.8886,73,
2024,Northeastern,65.8133,313,65.6853,277,105.576,172,105.289,197,110.189,297,111.527,290,-6.23797,252,
2024,Northern Arizona,69.0711,138,68.1815,129,98.7757,300,99.0993,300,110.529,303,111.262,283,-12.1623,310,
2024,Northern Colorado,70.0434,89,69.8928,55,111.227,56,109.357,113,109.538,287,112.185,304,-2.82852,197,
2024,Northern Illinois,69.1337,133,67.9885,141,101.824,254,102.234,251,113.343,344,113.757,335,-11.5236,305,
2024,Northern Iowa,67.6098,231,66.6265,234,106.648,146,109.203,117,105.27,187,103.661,125,5.54167,110,
2024,Northern Kentucky,69.2092,128,68.0003,140,104.879,189,103.21,235,104.957,181,105.525,159,-2.31485,186,
2024,Northwestern,64.6269,346,63.7345,342,112.139,49,116.639,30,104.757,177,100.73,72,15.909,46,9
2024,Northwestern St.,68.7904,153,67.3274,182,98.2848,307,97.8355,315,110.224,298,112.33,310,-14.4949,324,
2024,Notre Dame,64.85,342,64.2049,336,97.6152,312,102.844,243,102.392,108,98.6046,35,4.23919,126,
2024,Oakland,68.1725,198,66.6611,232,110.679,69,108.595,135,105.581,196,105.778,165,2.81758,137,14
2024,Ohio,68.196,194,67.3365,180,110.926,64,109.087,122,103.458,135,106.788,185,2.2986,143,
2024,Ohio St.,66.647,276,65.4385,294,111.092,60,115.689,37,103.438,131,100.1,60,15.5892,47,
2024,Oklahoma,68.4615,177,66.9613,212,109.192,100,114.268,48,99.9957,54,98.1523,34,16.1155,43,
2024,Oklahoma St.,68.0833,204,67.0147,210,103.114,227,109.02,123,106.096,212,103.69,126,5.32989,115,
2024,Old Dominion,71.1637,50,69.951,53,98.8616,299,99.0275,301,108.261,258,108.734,228,-9.70606,287,
2024,Oral Roberts,68.4049,181,67.5885,160,104.636,194,103.558,225,111.847,327,112.202,306,-8.64414,281,
2024,Oregon,68.6239,162,67.1532,197,109.416,96,114.037,50,104.173,159,100.607,70,13.4292,55,11
2024,Oregon St.,66.1101,303,65.1177,308,100.904,265,106.899,167,109.194,275,106.062,174,0.837469,159,
2024,Pacific,69.1225,135,68.2261,128,91.8738,355,95.2472,340,117.488,360,118.153,359,-22.9062,359,
2024,Penn,66.1433,301,65.3985,297,107.116,139,109.365,111,112.475,332,113.215,324,-3.85004,210,
2024,Penn St.,70.2618,76,69.7034,61,106.175,155,111.386,86,103.875,145,101.051,82,10.3355,77,
2024,Pepperdine,68.5327,171,67.2836,185,105.479,173,106.178,176,109.902,294,110.928,274,-4.7506,226,
2024,Pittsburgh,66.9651,268,65.4488,292,112.775,39,115.895,35,101.44,83,99.532,50,16.3634,40,
